word,gloss,alternate_words
#all,,
#hs,,
#no,,
(movie/tv) credits,,
dramatise,add details to,"aggrandise, aggrandize, blow_up, dramatise, dramatize, embellish, embroider, lard, pad"
dramatist,someone who writes plays,"dramatist, playwright"
drank,,
drape,hanging cloth used as a blind (especially for a window),"curtain, drape, drapery, mantle, pall"
draper,a dealer in fabrics and sewing materials (and sometimes in clothing and drygoods),draper
drastic,"forceful and extreme and rigorous; ""drastic measures""",drastic
drat,"a mild expression of displeasure or disappointment; ""oh, shoot"", ""dang it, we lost"", ""aw, darn, I was too late""","crap, dang, darn, drat, shoot"
draw,"represent by making a drawing of, as with a pencil, chalk, etc. on a surface; ""She drew an elephant""; ""Draw me a horse""",draw
draw,"cause to flow; ""The nurse drew blood""","draw, draw_blood"
draw,"choose at random; ""draw a card""; ""cast lots""","cast, draw"
draw,"direct toward itself or oneself by means of some psychological power or physical attributes; ""Her good looks attract the stares of many men""; ""The ad pulled in many potential customers""; ""This pianist pulls huge crowds""; ""The store owner was happy that th","attract, draw, draw_in, pull, pull_in"
draw a breath,,
draw a firearm,"bring, take, or pull out of a container or from under a cover; ""draw a weapon""; ""pull out a gun""; ""The mugger pulled a knife on his victim""","draw, get_out, pull, pull_out, take_out"
draw a sword,"bring, take, or pull out of a container or from under a cover; ""draw a weapon""; ""pull out a gun""; ""The mugger pulled a knife on his victim""","draw, get_out, pull, pull_out, take_out"
draw on,,
drawer,a boxlike container in a piece of furniture; made so as to slide in and out,drawer
drawers,furniture with drawers for keeping clothes,"bureau, chest, chest_of_drawers, dresser"
drawers,"(usually in the plural) underpants worn by women; ""she was afraid that her bloomers might have been showing""","bloomers, drawers, knickers, pants"
drawing,"an illustration that is drawn by hand and published in a book or magazine; ""it is shown by the drawing in Fig. 7""",drawing
drawl,a slow speech pattern with prolonged vowels,drawl
dread,"be afraid or scared of; be frightened of; ""I fear the winters in Moscow""; ""We should not fear the Communists!""","dread, fear"
dreadlocks,one of many long thin braids of hair radiating from the scalp; popularized by Rastafarians,dreadlock
dream,"a series of mental images and emotions occurring during sleep; ""I had a dream about you last night""","dream, dreaming"
dream,"imaginative thoughts indulged in while awake; ""he lives in a dream that has nothing to do with reality""","dream, dreaming"
dream up,"devise or invent; ""He thought up a plan to get rich quickly""; ""no-one had ever thought of such a clever piece of software""","concoct, dream_up, hatch, think_of, think_up"
dreamboat,,
dreamer,someone who is dreaming,dreamer
dreamier,,
dreamily,"in a dreamy manner; ""`She would look beautiful in the new dress,'' Tommy said dreamily""","dreamfully, dreamily, moonily"
dreamland,a pleasing country existing only in dreams or imagination,"dreamland, dreamworld, never-never_land"
dreamless,"untroubled by dreams; ""a sound and dreamless sleep""",dreamless
dreamlike,"resembling a dream; ""night invested the lake with a dreamlike quality""; ""as irrational and surreal as a dream""","dreamlike, surreal"
drear,"depressing in character or appearance; ""drove through dingy streets""; ""the dismal prison twilight""- Charles Dickens; ""drab old buildings""; ""a dreary mining town""; ""gloomy tenements""; ""sorry routine that follows on the heels of death""- B.A.Williams","dingy, dismal, drab, drear, dreary, gloomy, sorry"
drearier,,
dreary,"depressing in character or appearance; ""drove through dingy streets""; ""the dismal prison twilight""- Charles Dickens; ""drab old buildings""; ""a dreary mining town""; ""gloomy tenements""; ""sorry routine that follows on the heels of death""- B.A.Williams","dingy, dismal, drab, drear, dreary, gloomy, sorry"
dredge,a power shovel to remove material from a channel or riverbed,dredge
dregs,"low-lifes, people of the lowest class, whose worth and morals are questionable; ""cheap motels seem to attract the dregs of society"", ""the congressman was considered to be among the dregs of politicians""",dregs
drench,"cover with liquid; pour liquid onto; ""souse water on his hot face""","douse, dowse, drench, soak, sop, souse"
dress,a one-piece garment for a woman; has skirt and bodice,"dress, frock"
dress,"apply a bandage or medication to; ""dress the victim''s wounds""",dress
dress in,,
dress up,"put on special clothes to appear particularly appealing and attractive; ""She never dresses up, even when she goes to the opera""; ""The young girls were all fancied up for the party""","attire, deck_out, deck_up, dress_up, fancy_up, fig_out, fig_up, get_up, gussy_up, overdress, prink, rig_out, tog_out, tog_up, trick_out, trick_up"
dress up nice,,
dress-up,"dress in a costume; ""We dressed up for Halloween as pumpkins""","costume, dress_up"
dresser,furniture with drawers for keeping clothes,"bureau, chest, chest_of_drawers, dresser"
dressiness,,
dressing,savory dressings for salads; basically of two kinds: either the thin French or vinaigrette type or the creamy mayonnaise type,"dressing, salad_dressing"
dribble,the propulsion of a ball by repeated taps or kicks,"dribble, dribbling"
dribble,"run or flow slowly, as in drops or in an unsteady stream; ""water trickled onto the lawn from the broken hose""; ""reports began to dribble in""","dribble, filter, trickle"
dribble between legs,,
dried,"not still wet; ""the ink has dried""; ""a face marked with dried tears""",dried
dried plum,,
drier,an appliance that removes moisture,"drier, dryer"
drift,"be in motion due to some air or water current; ""The leaves were blowing in the wind""; ""the boat drifted on the lake""; ""The sailboat was adrift on the open sea""; ""the shipwrecked boat drifted away from the shore""","be_adrift, blow, drift, float"
drifter,a wanderer who has no established residence or visible means of support,"drifter, floater, vagabond, vagrant"
drill,a tool with a sharp point and cutting edges for making holes in hard materials (usually rotating rapidly or by repeated blows),drill
drill,"learn by repetition; ""We drilled French verbs every day""; ""Pianists practice scales""","drill, exercise, practice, practise"
drill oil,,
drilling,the act of drilling,"boring, drilling"
drily,"with dry humor; ""`Never mind the hole in the ceiling,'' he saiid drily""",drily
drink,"take in liquids; ""The patient must drink several liters each day""; ""The children like to drink soda""","drink, imbibe"
drink,"any liquid suitable for drinking; ""may I take your beverage order?""","beverage, drink, drinkable, potable"
drinking fountain,a public fountain to provide a jet of drinking water,"bubbler, drinking_fountain, water_fountain"
drip,"fall in drops; ""Water is dripping from the faucet""",drip
drive,"operate or control a vehicle; ""drive a car or bus""; ""Can you drive this four-wheel truck?""",drive
drive,(computer science) a device that writes data onto or reads data from a storage medium,drive
drive,"cause to move rapidly by striking or throwing with force; ""drive the ball far out into the field""",drive
drive,"compel somebody to do something, often against his own will or judgment; ""She finally drove him to change jobs""",drive
drive,"cause to move back by force or influence; ""repel the enemy""; ""push back the urge to smoke""; ""beat back the invaders""","beat_back, drive, force_back, push_back, repel, repulse"
